700,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,701
756,873,873,215,873,873,873,873,873,873,215,873,873,873,873,873,873,215,873,873,756
756,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
757,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,758
872,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,874
872,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,874
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,-1
-1,-1,-1,-1,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,285,285,285,285,285,285,285,285,285,285,285,285,285,-1,-1,-1
-1,-1,-1,-1,-1,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,-1
700,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,701
756,873,873,215,873,873,873,873,873,873,215,873,873,873,873,873,873,215,873,873,756
756,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
756,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,756
757,698,698,698,698,698,698,701,120,120,700,698,698,698,698,698,698,698,698,698,758
872,873,873,873,873,873,873,756,120,120,756,873,873,873,873,873,873,873,873,873,874
872,873,873,873,873,873,873,757,698,698,758,873,873,873,873,873,873,873,873,873,874
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,-1
707,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,708
763,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,763
763,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,763
763,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,763
763,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,763
763,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,763
763,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,763
763,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,763
763,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,763
763,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,763
763,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,763
764,705,705,705,705,705,705,708,178,178,707,705,705,705,705,705,705,705,705,705,765
879,880,880,880,880,880,880,763,178,178,763,880,880,880,880,880,880,880,880,880,881
879,880,880,880,880,880,880,764,705,705,765,880,880,880,880,880,880,880,880,880,881
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
